review|class
change rooms have loose curtains that leave many peep holes :(|0
the worst customer service, very arrogant while they serving talks about there personal life, i try to talk to the manager with my problems issues but i couldn't find 1 person to listen my concern. i ll never shops in that store.|0
very bad customer service. i have brought some clothes and security stopped me as claimed tag on the clothes did not remove. i showed her my receipt but she told me to go to cash counter agin. i went there and ask the cashier to remove the tag, she said there is no tag then i ask her to come with me to security girl or talk to ger that nothing wrong she said she can't leave that place nor talk to her. then i asked to take the clothes and refund me as i don't want to get bothered agin. it was very unprofessional customer service.|0
"they ran this marketing campaign saying take home to try on and return if they don't fit. brought two pairs of pants home that didn't fit, try to return them and was told that they were ""worn"" and that ""we can't accept those for return"". bait and switch marketing tricked me into 'buying' two pairs of pants that were too small. i had just signed up for the loyalty program as well, but now i won't ever be shopping at h&m again, which is a shame because i liked their products. but my hand is forced... would you put up with fraudulent marketing? i'll be convincing as many friends as possible of this as well, and contacting the bbb."|0
very inconsistent return and exchange policy. i was told that i could exchange the products (socks on final sale) when i bought them. however, when i went to get them exchanged, the staff said i couldn't. staffs are very impolite and unhelpful. bad experience. would have given no stars if possible.|0
some friends and i spent about 2 hours in this store; not a single person greeted us on the sales floor, no one acknowledged us for several minutes when we walked into the fitting room even though there were 5 people chatting in there behind the table, and a pretentious guy working took a rail and walked it between my friend and i, forcing us to move out of the way, and he didn't even say excuse me or apologize for forcing us out of his way even though he had more than enough room to go around. the girl at cash was extremely friendly though (alexa?), almost nice enough to make up for the mediocre service from everyone else working. i expected more from a flagship h&m location.|0
"i should say customers shouldn't drop anything in the store!! one of the staff here is super rude with extremely bad attitude!! i almost felt like talking to the manager due to this experience. i see why people say that the h&m staff at eaton centre is horrible!! if i can give 0 star, i would....i would give the big store a 4 star, though... however, they really need to have a good team of staff working as well. back to the experience.. first of all, i am pretty sure that the clothes were not balanced well. just a little touch and everything fell down. i was shocked and couldn't react at that moment.. there was a nice customer who helped and at first i thought he was a staff, so i let him do his job.. then the ""real"" and rude staff come by to help and was so super rude!! pin pointing that a customer who was standing right there dropped the clothes and still looking! i would have totally helped if there were only one staff!! but there were 3!!! either way, that guy shouldn't treat a customer who is right there with those rude comments. i will never come back to shop at this h&m as the respect we get here to shop is not worth spending!!!"|0
"pathetic customer service skill by a store manager andrea. i went to the store to redeem my birthday discount for 25%. at first she said i could only do that online, then i showed here where it clearly said i can also redeem that in store. when she was not able to scan the bar code due to some glitch on their end, instead of owning up and honoring the discount she exactly said these words ""well i don't run the app and you can come back later if u like"".not only it upset me but i was also sad to learn that people like her are running a brand like h&m"|0
horrendous customer service. they advertise that they do curbside through instacart yet the app itself is terrible and inaccurate. called the store directly and was told they can work with me to buy what's in store through instacart. i did research, made a list, called back and unfortunately got a different, terrible, lazy and obnoxious rep in the men's department who didn't want to do a single thing to help... what else do you have to do during a shutdown? how is the messaging so inconsistent? don't advertise curbside if you don't have it or you hire employees who would rather get paid to lie and be lazy instead of doing their actual job! also once again...instacart is terrible!|0
this place is the worst. i was just shopping for 2 hours in the store and my shopping bag was gone seconds after i left it unattended. i told it to a customer service rep. by the look on her face, seemed like she was doing a huge favour to look for it in the fitting room and a cashier. when asked for a manager - she said it was only a customer who could take a shopping bag at this point. so i have one question: then why did the stuff look for it in the places like fitting room? i just felt very unwelcome and nothing was done to help me to recollect items missing either from a rep or from a manager. if only i was there for 15 mins i wouldn't care that much..|0
honestly, i'm not sure how h&m survives. really poor customer experience. $5 is charged to return on online item (very small print that i hadn't noticed before), no in-store returns, random cancellation of order when items that are in-stock then magically out-of-stock. worst service. forgot about the terrible sizing, bad odour from clothing items, etc.|0
"horrible snobby sales associate, i ran into today. not one smile on her face. she didn't even look at me. the total was $35.90, so i gave $40.90. she grabbed the $40 out of my hand so quick the change dropped on the security tag remover and it got stuck, the whole time she was huffing and puffing and rolling her eyes. so i said "" well you shouldn't have grabbed my money out of my hand so aggressively"" she then proceeded to throw my clothes in the bag, so i snatched it from her so fast she didn't know what happened. this isn't the first time. terrible customer service. half of these comments are about the customer service in a negative way... it should be a clue to the establishment."|0
i haven't went out to shop in a mall since quarantine started, so it was weird to see so many security guards which i didn't mind. however, the moment i walked in, i saw the security guards running around as if they were chasing someone but they seemed lost. i ignored it and went on my merry way, at the time i was wearing a side tie top and it started getting loose so i found a mirror to retie it. and that's when a security guard stood right beside me and stared at me the entire time i fixed my top. i asked if she needed something and she just ignored me and stared. i've never felt so uncomfortable at a mall in my life, horrible experience. never going back|0
mapleview mall location are rude with costumers|0
sell great merchandise however h&m at the dufferin mall are *way to strict with return policy* must always have the receipt , even if item is new unworn with tix attached. and socks are final sale which is very odd.|0
h & m manager (a lady on duty) in sherway garden mall was very rude in behaving with us as well as customer. when their associate said that if we could find new sales item they could exchange those items (even though final sale!) as we cordially requested for the exchange . we spent time to find out items but that sales associate gone for break so manager came to deal with us and did not care about what their sales associate explained to us. she was very rude and disrespected us. she didn't even allow us to buy another new items from the store since i said they were wasting our time which was absolutely right as their associate involved us to find items so she could help to exchange but manager did misbehave . if i were the main manager i could have fired her and gave her relief because of bad customer service. she should learn how to deal with customers.|0
i had a horrible interaction around the holidays. i'm only writing about it now because i work in retail and can't stop thinking about how bad this store is. i admit i should have tried on this pant before i bought it, but the sales associate was incredibly misleading. she said i could exchange the item if it didn't fit. well, it didn't. so i went back the next day. it was a size 12... i'm a small at roots so i don't know why i'm a 12 at h&m, but size 14 is not sold in the store (only online which is also dumb). i wanted to exchange for another style to see what fit. i talked to a meek young man, who suggested i try stuff on and he called his manager. well after trying on 8 pairs of size 12 pants the manager tells me over the walkie talkie that i actually can't exchange my item. she didn't even show her face. i will never shop here again. not only was i lied to in the first place, but the manager is obviously setting a horrible example of customer service and now i'm stuck with an ok mug and a cheese board i don't even use. oh yeah, i went back a few days later and spoke to some slacker associate who let me exchange for a mug and a cheese board (cuz i obviously cannot buy clothes there. and never will). if you need customer service training, take a peek in this store for some examples.... of what to avoid.|0
no privacy in change rooms. the staff was pleasant and it was clean and orgnized despite this i will not return. the curtains in the changerooms are impossible to fully close. i struggled to not look in on others changing and knew they could also see me changing. increadably uncomfortable and exposing.|0
i bought a coat that i paid cash for, i tried to return the coat because it did not fit me but i had lost the receipt. the staff did not give me any options to help me mend this situation. they were rude and disrespectful to me because i have an accent. i have never felt so belittled before in my life, it made me very upset.|0
"i have been trying to talk to a sales associate for 2 days now, to check in-store availability of an item. these were the least helpful associates i have ever come across, and i've worked in retail for a long time. not a single one of them was willing to help, but kept passing me along to another ""department"", which resulted in about 15min-20min of hold time to a destination where associates didn't pick up the call. then i was bounced back to another phone line - where i started - where the associate put me on hold again to try and patch through the department that didn't pick up in the first place. they didn't pick up again, so once again i was passed back to the ""main"" line where they put me on hold again and then hung up. this has happened 4 times now. for a flagship store, this is unacceptable. ridiculous even. you should not be this disorganized."|0
cheaply made items. seems to offer clothes for very thin/skinny people only. rude staff.|0
worst customer service ever, made me want to never shop at h&m again! the first sales associate was rude to me and the other did the math wrong on my purchase. they really need to teach them how to treat a customer and basic math.|0
"absolutely terrible staff puts my items back by mistake responds by ""i dont know where it is; its my first day""!!!!! manager took ownership after i informed him would never everrrrr shop online they charge 15% tax in ontario lol really bad online shopping experience $4.99 restocking fee... ridiculous!!! lesson learned: never shop here music is outragously loud and annoying in their stores"|0
"the worst h&m i have ever ever step foot into. if i could rate 0 stars i would. you get no help.. not even a smile... i was trying to get a pair of jeans off the highest rack with 2 employees just staring at me .. not even offering to help. get to the cash and had to deal with this girl named ""cherrie"" classy name for a classy girl... she was so ignorant and when she refused to take my american visa ... she got so annoyed when i had cash. are you serious ? never ever ever again ."|0
nothing i hate more than a cashier with the attitude that they are doing you a favour cashing you out. thank you. you should be saying it first- not me. why are these kids so awkward and un-mannered ?|0
i never saw one employee in the store .it's like it's been run by invisible staff .|0
misleading staff. not cooperative manager is not cooperating and refused me badly for exchange which was promised by the staff. i was regular customer but will never go to dundas hnm branch because of bad behavhior and wrong dealings|0
terrible customer service. they make mistakes when you ask them to hold items, they don't know online promotions that can be used in-store (e.g., coupons), and they seem to lack common sense when it comes to deciding whether or not to honour prices on their website unless they get a manager involved.|0
very rude manager. false advertising, then discarded me, for his or the store mistake, very impolitely|0
not accepting online returns, despite their website and return packaging stating that it is allowed.|0
i wish the changing room staff could be polite, ultra rude.|0
used to carry a variety of sizes, now suited to only skinny people. not cool.|0
h&m is using factories which physically abuse their (mostly female) workers - watch footage from netflix documentary 'the true cost' for video evidence.|0
the security guy follows coloured woman and the guy in trial room is extremely rude and super unfriendly.|0
cashiers are slow|0
such rude staff! asked for another size and she walked off and said go ask someone else.|0
i went buy store closed due to covid-19.|0
why do they close at 9:10 pm if the business hour is 9:30 pm?|0
shope there if you re trendy and skinny|0
never went into store just passed by.|0
this store wins the medal for the worst customer service!|0
you should not be invading my privacy in this manner.|0
needed a scarf,couldn't find it. come on man!|0
loud music, bright lights, poor selection.|0
poorly customer service|0
awful!!|0
bad customer service|0
understaffed|0
terrible service|0
no minions|0
great selection compared to other locations. but the customer service is non existent. no greeting or even acknowledgement from staff. the fitting rooms are not private because you can see people in the reflection of the walls.|0
i frequently order and purchase things from h&m, particularly their home line. yet, i find this location to be a bit of a mess with abrasive employees. i went in for a return and to pick up a couple things. i initially couldn't find the item i was looking for with no employees in sight besides on cash. then when i went to make the return (only had the return label as my package was missing the slip) the cashier was quite rude and rushing me and trying to touch the app on my phone to pull up the order qr code despite me doing so quite quickly. when it came to the purchase i was making the one item was partially missing and damaged, i had found it in the sale section without an adjusted price. when i asked what it could be discounted the cashier didn't give me enough time to explain that additionally to one parting being missing, there were also damages. the manager didn't even give it the time of day and offered 15% off something that half of which was missing or damaged.|0
usually find what im looking for here but not today. not much of a sale and im finding quality for mens casual very cheap. i found better quality at old navy.|0
"i was there just this weekend and got some stuff. when at the register, the guy charged me full price for an item that was on sale. so i had to go back and get that fixed and the person at the counter did not even apologise. what's worst, i go back home and check the same thing again, they forgot to take the big security tag off the cardigan, so i had to go back again the next day. i am at the counter again with my receipt and expressing my disappointment and the guy replies ""oh well, that's too bad, isn't it"" with no hint or sign of apology. one of the worst customer service i have ever expereinced. i am not upset because they made a mistake, what upsets me is the fact how certain retail employees talk to people. if you have work in the service industry, better have the correct manners and the right attitude. and in saying that, i have worked in retail myself and never treated people like this."|0
so if something is shown as $14.99, it might not actually be $14.99. rather, something else on the same rack. this is frustrating when the real price of the trouser is $29.99.|0
the brown female manager at the eaton center ,children's section is so rude. she is the most rude manager i ever saw in my life ,and she laughs at customers with other workers,what a horrible customer service at this place i love shopping at. stay away from that hm the manager is not a kind person.|0
treated like i was invisible. cashiers would rather talk to each other while stuffing my merch in a bag i didn't want and taking my money i won't be giving in the future. selection in store was good but chaotic to navigate.|0
annoying layout if you want to find anything. i was looking for men's slim fit stretchy shorts. mens shorts were located in at least 5 different parts of the store. i gave up and left not finding what i wanted.|0
the store probably represents one of my personal nightmares. the lights are so bright, there is always load music but it's not enjoyable, and it tends to attract a very young crowd of teenage girls squealing as they throw around purchases or objects that they cannot afford.|0
the music and announcements are so loud in here it feels like they're trying to make it a club. how are you supposed to shop or talk when your brain is being melted by sound?? i honestly feel bad for the sales associates, they're probably suffering hearing damage|0
i'm a huge fan of joeys back in alberta because of their food and service (absolutely outstanding customer service at the ne calgary location). the joeys here is terrible. the same dish i order in calgary (lobster ravioli) tasted so poorly made...and the service? ....rude & quite frankly demeaning. the waitress got my friend's order wrong (gave her a chicken pasta instead of veggie pasta), and instead of apologizing, she made it seem like it was my friend's fault and brought the manager over. he asked why she couldn't *just* eat the chicken! will never go back there again, and making sure to tell everyone about my experience.|0
the music is so loud in this store that i felt stressed. they have good prices and nice staff though.|0
nothing much appealing, bright lighting loud music, crowded, noisy, not enough room to move, verry hot warm sweaty smells around...|0
low quality products...color fades after washing. some pants tearing after a couple of times in the laundry|0
pricey item and not that quality|0
the quality of clothes is bad but it's a cheap store.|0
can never find wanted items in stock.|0
not happy with the ambience in the store|0
sales rep were no where to be found ...|0
it's not for me|0
very low quality clothing|0
not enough staff|0
crowded and strange.|0
no chair for companions ... i'm going out|0
"i purchased a men's belt on july 3,2022 at this store. when i approached the cash counter no greeting what's so ever. a tall young black male behind the counter cashed me out. not a word during the whole time. i told him the belt on sale on h&m website and show him the price. he cashed me out by saying no return on sale item. i asked him if possible to punch more holes on the belt he unwillingly replied ""no"". no ""hi"", no ""thank you"" nothing the whole time while i was there. may be i'm an old fashion simple thank you would long way. to me, it appears he doesn't want to be there serving customers. he need to understand there are many young people loved to have a job like he has."|0
hate this place no one helps you the store is so messy. can never find what i want. the one in hillcrest is much better|0
the store does not update their inventory ever. drove 30 minutes just to find out that every size was sold and not a single piece of item was available when it showed online that all sizes were available for that item. zero care from the workers or management.|0
i wish i could rate the customer service a 0! i wanted to exchange an item. i had a gift receipt and the store manager would not offer me an exchange or a store credit. item had tags on it, was never worn and was a christmas gift. i assured her that i was about to spend alot more and she was very rude and would not help. be prepared, if you want to return something at this store, they do not honour their store policy and the manager will give you a hard time. i will never shop at this location again. i will support other locations or buy online. this post is strictly based on my experience with the store manager. i contacted head office and i hope she is spoken to about how she speaks to her customers.|0
poorest customer service ever experienced in an h&m. the employee was extremely rude and had zero literally zero sense of his own store. never coming backk|0
it's always so nice hearing staff that work at the store talking about how dumb customers are because of simple questions being asked, definitely not okay. it was a woman with blunt black hair that worked may 31st 2022 wearing a green top at 7:16 pm near the front of the store|0
dear h&m even if you dont allow returns for selected items, at least do so if a product is defective. well what can a large company lose so you wont probably care. talk about you get what you pay for principle|0
went to vaughan mills last night waited 25 minutes to get into the mall picked out what i wanted from h&m. product i had to exchange still had tags on them and was told sorry we can't exchange it. i was baffled as i have no issues anywhere else i was returning the same top just for a smaller size. really frustrating . poor quality for customer service as not even the manager would try to come up with a solution.|0
this is the worst h&m in the gta! do not shop here. this store is run by some horrible troll karen who yells at customers when they have issues. i tried to return two spring jackets i bought within the hour. the troll lady denied the refund because they were sale items. i was neither aware nor was i told that sale items were final when i was cashing out. (very dishonest policy but that's another story) she (maybe a he?) then started shouting at me and so rudely stated that i couldn't read because the return policy is on the receipt. when i responded she charged at me and then threatened to call security on me (lowkey a racial attack because i'm a black male re: central park karen lady) i'm so disgusted. i will never shop at h&m again.|0
went into the vaughanmills location on july 28th around 630pm to shop and was treated with such rude and unapproachable manner by seems to be mod on duty ..she was petite asian and when i approached her to ask return policy for sale items and where the cash counter was..she rolled her eyes and pointed at cash as i was inconveniencing her. imagine the rest of the team must be treating other customers if the manager on duty was acting in such manner. i will not be returning tp thi location. totally unprofessional manner. i will go to that location again.|0
don't shop at h&m. tried to exchange an xmas gift for my child. i had the pants in my hand the return and the exact same pants just 2 sizes larger. they refused to do the exchange. so arrogant and rude. we don't do exchanges without receipts. same pants just larger and you say no. what is this world coming to. this company will definitely be out of business soon.|0
messy store. unhelpful workers. asked one a question he completely ignored me and i asked again and he ignored me for a call on his radio intercom. ended up not buying anything because 3 different employees walked into me and pushed passed me. rather then waiting the 5 secs for me to get where i'm going.|0
this h&m is simply terrible in customer service. the employees are unprofessional in past couple of times i visited. even the managers are rude with lack of knowledge about their own promotions. i visited other h&m and never had any problems but here in vaughan mills, every single time they drive me crazy. could you please teach your employees and manager in this branch how to respect customers and teach them about h&m promotions and policies. i know h&m policies better than the managers that i had to show them the print out even once. so disgusting and disappointing! never ever gonna shop in this branch.|0
this is the worst h&m i have been to in my entire life. i have lived in sweden for many years and know how h&m operates. i go to the one in eaton centre and bloor, those are my local ones, the stuff is great and know how to keep their stores clean. but this time, we decided to go there thanks to the lego discovery centre. i had a terrible accident in there due to their negligence, and still nursing my injury 3 weeks later. they had no 1st aid kit, they were terrible with first aid, as a family we had to diy the 1st aid. they took our details and said they were gonna check on me that very week. never happened! i am still waiting, but 3 weeks later, come on.|0
horrible service. staff is extremely rude. i just got surgery and ask to have some stuff held at the front so i couldn't carry is. they lost all the stuff i put in the front within a matter of 5 min. i had to go recollect what i could injured. then she gave me back over $50 in 10s when there was bigger bills in the till and i asked for them.|0
i attempted to return a single item without a receipt at this store last weekend. they gave me a number to call customer service and c. service didn't do anything for me; useless. the manager at this store came off as extremely arrogant and rude. i'm not coming back here.|0
this h&m provides unbelievably disgusting customer service. h&m itself is one of the best fashion retails and always has the best prices and qualities but staff here are extremely rude! if you think you call a manager and attitudes are going to change?! wrong! managers are the same...they are working there to ruin your shopping experience. if you call for help, they gonna ignore you...if you complain about that, they gonna blame you!!!!!! if you call this store for a check, no answer! if you want to pay for ur items, don't expect any kind of greeting at cash. try to go to yorkdale or hillcrest mall! they provide good service|0
for the life of me i can't stand any of the employees at this location they are so rude, unhelpful, disrespectful and full of attitude. h&m as a company is appreciated because of their selection of clothing and return policy... but please please please, hire better staff.|0
at no point did anyone approach to help! we left... not good.|0
a male manager yesterday i had an issue and he was called to cash he didnt deal with the situation appropriately very rude and not listening to none of concerns and walked off and didnt resolve the issue .this h&m management team is very poor do not recommend shopping in here very mess in the store|0
really rude, unprofessional staffs.|0
in this location, staff need to have more training to provide better customer service!! employees are unprofessional! customer service is much better in yorkdale mall.|0
terribly long lines. barely staffed checkouts|0
love the company- shop there often. poor customer service very rude and unprofessional never satisfied when purchasing items.|0
cashier that deal with me didn't want me to use my discount and came up with stupid excuse. very disappointed|0
zero customer service.|0
the white cashier with glasses, screwed up my checkout and forgot to take off the security tag of my tee. smh|0
never been here but google says i was|0
zero customer service dont bother to ask anything they will not help you!!|0
very rud and impolite staffs specially the managers|0
parking is scarce, traffic in the vicinity is insane, the mall is too big to shop effecitvely. yawn mills.|0
worst store. doesn't treat people like humans. don't work here.|0
the staff rudely disconnects when you call the store. no courtesy. no customer service.|0
poorest customer service ever , employee doesn't know how to talk to customer|0
worst quality of clothes.i will not buy it again|0
worst customer service and employee are been so rude towards customers.|0
low quality....stay away|0
lazy and rude|0
never been there|0
browsed around the store last thursday morning. it seemed like everyone was working at a snails pace except for two staff members (the girl in the fitting room + a young man at the men's pay/checkout area). everyone else clearly needed some coffee. store seemed tidy, wide selection of items to choose from but not the best customer service. i suggest shopping at another h&m location, or online|0
no mirrors placed anywhere in the store. - a very elaborate strategy by management to make people go to the fitting rooms if they need a mirror.|0
i bought a scarf set with glove and tam i didn't notice one of the gloves was missing until i got home. i live way to far to go back for it so it's just a lost for me i mean i can still rock the scarf and tam but i had to use an old black glove i had to wear with my new one glove problem solved i guess but h&m needs to make sure their items are fully stock with all that comes with it. other than that nice clothes.|0
i loved the place a couple years ago but something changed, no it wasn't the prices or the service. something just felt off as if something or someone was missing, i can't very well put my finger on it.. but i definitely miss whatever it was. i will admit some of the sales associates are amazing and they provide great service! even when it gets busy the employees definitely know how to work under pressure delivering great customer service, at a very efficient rate! & they got rid of divided grey for men..|0
to much expensive but less quantity. can't find good quality wearing|0
not really the tidiest of h&m you might find around. the cloths are all mixed up and is really difficult to find a particular type. being in vaughan mills makes it more crowded. visit an h&m at a nearby mall near you and you can find what you are looking for much easily.|0
stood at cashier while two employees walked right past me. a third employee came and said cash was closed. how about a sign? how about acknowledging a customer and saying this cash is closed but someone can help you at another cash. i left without buying..|0
nothing special, only one of the hundreds of h&m locations. used to have good deals as it's in an outlet mall but those good old days are gone...|0
it's cheap retail i get it, but at least take the security tags off my clothes i bought .|0
no good sales and choices for boys clothing. nevertheless, customer service was very good.|0
hated it. some good stores but the people that go here. omg|0
they downsized their area of kids fashion, probably due to covid|0
customers need to take pride and not throw the merchandise on the floor.|0
not cheap better online|0
after covid, poor choices|0
don't like the stuff.|0
terrible washrooms|0
i realized why i never shop from this brand again. i pass by because i need urgently to buy simple t-shirt. i've been waiting on the line for 20 minutes although there is no one in front of me because they're lack of stuff. well i lost 30 mins and my mood. pay 5$ more go to another store|0
nice store however their changing room policy is ridiculous. i waited in line which was quite long, but understandable it's the weekend. there is a 7 item limit and i had 12. i split them in half to stay within the limit. however when i wanted to try the second half of my outfits i was told that i need to redo the line. it's a first time i ever hear that in a store. i already waited in line and only needed a few more minutes to try the rest of my clothes. overall it ruined the visit because i wasn't able to try the rest of my items|0
some cashiers are really unprofessional and horrible at dealing with costumers unfortunately. being polite is free btw!|0
goggle said the store closes at 6pm and so does the sign at the door. i got there at 5:33pm and they locked the doors already!|0
awful experience with the store employees, absolutely nonprofessional, lack customer service etiquettes. a store employee started chasing my family right from the time we entered the kids area. she would come and instruct us not to do this or that and later misguided about the changing room. i argued about her behavior ansmd she called her supervisor and this guy was worse than her. he asked me to arrange the clothes that we tried which was against the customer service rules. both the supervisor and the employee made sure that i don't come to h&m again. i wrote a complain but no reesponse yet. i would recommend h&m to teach ethics to your employees.|0
the people working at this store are insufferable. spend your money and time elsewhere!|0
nice store, awful service. tried to exchange my 5yr old granddaughter's shoes i bought the day before which had a manufacturing defect. (the inside sole in the left shoe was bend and glued in half creating a bump which wasn't visible when i bought it.) when the two girls at service desk refused the exchange i asked for the supervisor (refused to identify herself) who told me that the shoes didn't look brand new. the next day i went to h&m rockland branch where everything was settled in 5 minutes.|0
long time customer who quit the store for good. customer services will straight lie to you saying they can't get back your receipt. was just trying to exchange an item for a different size.|0
i had the worst experience of shopping in this store of h&m yesterday. i forgot my mask and just covered my face, then went to the cashier to ask if they can give me a mask, they told me no. then i went towards the exit door, looking at items, while i was still covering my face, i saw the cashier came to me and literally throw me out of the store in a very disrespectful way. his behaviour to me was super offensive and really disrespectful. the point is that mask obligation will be removed from the next week in quebec and it has been removed last month in ontario. i will not comeback to this store again.|0
"would give a 0 if possible, nothing wrong with the store or the merchandise but what a rude staff! manager decided to close down the fitting rooms one day before christmas to ""protect"" his staff while rest of shop was heaving with shoppers, anyway, manager is the most disrespectful and hate filled human being i had to lay my eyes on. but he didn't ruin christmas for me man! love conquers all!"|0
rediculous behaviour and unkind staff, i wanted to acompany my mom in fitting room just a moment to see how the dress fits, they didnt let me , what is this rule, why you need such a rule in fitting room, it was just for a moment???!!!!|0
i usually love h&m and the people who work there, but this one girl made it a nightmare. she wears circular glasses and has wavy hair. her coworker referred to her as camilla or something close. i don't believe fits the h&m image she was terribly, and i mean extremely, nasty to customers. i can tell she feel superior|0
the employee wasn't aware of the brand's policies and decided to gaslighted me instead, not a fun experience and left empty handed instead|0
when i wanted to go in for a quick browse, the guy at the door stopped me and stated that their policy is to not let anyone in 20 min before the closing time.they should really change the closing time if that is the case.|0
worst h&m i have seen. employees and the manager's are very rude. it's seems like they don't like there job, it's sad too see that in customer service.|0
please check your checkout bag before leaving as the cashiers are a bit incompetent of bagging all your products. once you face a problem with h&m do not expect customers service.|0
the staffs were really rude. they behaved with me like they are my boss and even yelled at me from behind. it really shocked me. it's such the worst experience that i have ever had when go shopping! i strongly recommend that the manager here should consider their staff, teach them how to behave politely with customer like what they promised in their interview!|0
haven't been to any of these in years, but was curious about shirts. many of them are displayed all wrinkled and some stuff seems dusty. the staff seems to get ruder with the years. we shouldn't expect much at these stores though|0
let me preface this by saying that i like h&m but wow this store was something else (and not in a good way). i mean it was the day after black friday but this was not a good experience, the store was way too crowded and stock was severely limited. the queue for the changing rooms was incredibly long and so very slow. after trying on the clothes i was considering purchasing i put the ones onto the tried-on clothes rack. or so i thought. oh how very wrong i was! i was verbally assaulted by one of the workers about how i had put my clothes in the only place that seemed appropriate but, as it turned out, wasn't quite the right spot. oh my gosh, this sass that she gave me was wholly inappropriate and ruined the store for me. everyone else i dealt with at the store was delightful but this worker was terrible. maybe it was just because it was busy but it was definitely not the correct response to a complete non-issue.|0
rude hostile cashier. awful customer service. not to mention some locations have closed fitting rooms so you have to purchase items and try them at home. the process of buying from h&m is hideous and time consuming.|0
i'm never going to that store ever again . i'm 27 weeks pregnant. i politely and respectfully asked the security guard at the door if i had to wait in the line outside before i could get in ( due the current covid situation ) like everyone else or if had any priority . he said you have no priority and you wait like everybody else ! the was very rude and insensitive and could have said it nicely in a different way . i'm very disgusted by how disrespectful and rude de was|0
"very rude employees. i was waiting for my son today outside the fitting rooms. the shop was crowded and the wait was very long. i am not a young person and suffer from a medical condition so i needed to sit. found a bench where a young man was already sitting so i sat next to him. a pissed employee came to me and told me that it's not allowed to sit here. i stood up, said that i was waiting for my son who was in the fitting room and asked him if there was a place where i could sit; he answered in the rudest way: ""this is not a coffee shop and we don't have places for people to sit"". is this how you treat your customers? talking to them rudely and not even providing a chair where someone would sit? decent stores always provide chairs especially near the fitting rooms. and most importantly they teach their employees how to be polite with customers."|0
the staff was nice...but the call center was mega rude and unhelpful. i asked to have someone call the store to see if the pants i had bought too big since now you can't try stuff on...where available in a size smaller and to put them aside...they flat out refused and told me it was because of covid...but 2 hours before the call center guy had done just that. what a terrible customer service|0
the employee was super rude to me, for checking a jacket. he came at me and start yelling at me that i cannot touch the jackets and he will take it... of course he asked me if i wanted to buy all the items i was holding with my other hand. i really don't know what is going on in terms of training in this store.|0
this store has 3 floors and doesn't even have maternity clothes. you have to order them online.|0
the worst....staff is so rude...if h&m is going to continue like this then i dont think so that it will sustain for long. i have nevr seen a company with such bad customer service... i will nevr buy from hnm again thanks to their rude staff.... save some bucks and buy from zara instead...zara is worth it.|0
"went there to return an item. the cashier wasn't friendly, didn't say anything (except ""hi"", oh and where's the ""bonjour?"" he said to all previous customers?) nor smiled. didn't wish me a great day at the end of transaction. he only managed to say a ""thanks"" that i could barely hear after i said ""merci, bonne journee"". wow this must be the worst customer service i've ever encountered. ps: pls note that the fact that i'm asian doesn't mean i can't speak french :)"|0
i was told by the manager that my outfit was inappropriate to shop at the store! and they asked me not to be around kids in the store! so rude!|0
worst customer experience of my life + barely any sizes over 2|0
so much stuff i get claustrophobic. quality is garbage, dyes used on garments are probably toxic for your skin and weird plastic smell (forsure toxic as well). bye|0
please update your working hours if you no longer let people in, 20 min before closing time. i experienced this on june 2nd, 2020 06:38 pm|0
store says it closes at 7 on sunday, made the long walk there to find out it closes at 6 and i wanted to try on a dress but a guy who works there was so rude and kept pushing me out of the store saying it was closed|0
poor quality. shop has a very small choice of clothes.|0
i asked to borrow a hanger, a hanger, and they said no! swriously, one plastic hanger and kevin and his not helpful tattoos lisped no. seriously, nevver ask to borrow disposible plastic hanger.|0
bought a sweater there was a hole in it two weeks later also they had incorrect advertising|0
worst costumer service ever|0
was literally told by a staff member that i was too fat to shop in a store like this. yeah thanks for the self-esteem boost.|0
worst security, manner less, don't care about customers, really aggressive.|0
the lady on the cash counter was extremely rude. worst experience.|0
i try to return what i buried, but they not take it|0
passport vaccinal is necessary for entry|0
the staffs were really rude, and very bad customer service!!!|0
awful experience! cheap clothes! cheap services!|0
cheap fast fashion shop.|0
bad customer service i've ever seen|0
nawww|0
poor service|0
the cashier is horrible at dealing with costumers|0
extremely poorly organized store, we waited 20 minutes to checkout because the employees were not able to do their job quickly and did everything but pass as many customers as possible. in addition, towards the end of our wait an employee told the people behind us to go to another checkout and therefore passed in front of us. i do not recommend this branch at all!|0
super smart to close the men's fitting rooms and overload those upstairs, another big gathering of nobel prize winners|0
online purchase with delivery never made by swoopin. catastrophic logistics. no call, no email, impossible to reach swoopin who received and returned the items to h&m. in terms of sustainable development, it is distressing. in short, i found other negative comments on deliveries and swoopin. i confirm. do not buy online!|0
completely ridiculous! stupid and arrogant employees who refuse that i go see my boyfriend in front of his cabin for 2 seconds to help him in his choices! also refuse that i bring/give him a new size and they only speak to you in english. i understand that they are not the ones who dictate the rules but there is clearly a respectful way to say it! but i also add to whom it may concern that these are ridiculous rules.|0
rude service... the girls in the cabins are really not nice. plus, i've already been (twice) asked to have my tote bag checked (plus a garage bag with stuff i just bought from the other shop). the security didn't even apologize to me despite the fact that he took all my stuff out of my tote bag (also my bra in front of all the other customers). the alarm didn't even go off, which he scrutinized my stuff because i look racialized.|0
